Sample,,"Baseline
Jitter (us)"
6466, 5;,5
6467, 7;,7
6468, 2;,2
6469, 7;,7
6470, 3;,3
6471, 3;,3
6472, 8;,8
6473, 6;,6
6474, 0;,0
6475, 5;,5
6476, 6;,6
6477, 5;,5
6478, 0;,0
6479, 2;,2
6480, 9;,9
6481, 5;,5
6482, 5;,5
6483, 2;,2
6484, 6;,6
6485, 9;,9
6486, 4;,4
6487, 3;,3
6488, 6;,6
6489, 8;,8
6490, 7;,7
6491, 4;,4
6492, 8;,8
6493, 5;,5
6494, 6;,6
6495, 1;,1
6496, 8;,8
6497, 8;,8
6498, 2;,2
6499, 4;,4
6500, 5;,5
6501, 7;,7
6502, 3;,3
6503, 9;,9
6504, 8;,8
6505, 3;,3
6506, 2;,2
6507, 1;,1
6508, 4;,4
6509, 7;,7
6510, 7;,7
6511, 5;,5
6512, 6;,6
6513, 1;,1
6514, 3;,3
6515, 8;,8
6516, 5;,5
6517, 2;,2
6518, 0;,0
6519, 5;,5
6520, 1;,1
6521, 2;,2
6522, 6;,6
6523, 0;,0
6524, 7;,7
6525, 4;,4
6526, 1;,1
6527, 8;,8
6528, 2;,2
6529, 1;,1
6530, 3;,3
6531, 5;,5
6532, 7;,7
6533, 5;,5
6534, 0;,0
6535, 4;,4
6536, 5;,5
6537, 1;,1
6538, 0;,0
6539, 2;,2
6540, 3;,3
6541, 2;,2
6542, 1;,1
6543, 3;,3
6544, 5;,5
6545, 0;,0
6546, 5;,5
6547, 5;,5
6548, 6;,6
6549, 2;,2
6550, 6;,6
6551, 1;,1
6552, 4;,4
6553, 0;,0
6554, 9;,9
6555, 3;,3
6556, 6;,6
6557, 5;,5
6558, 1;,1
6559, 3;,3
6560, 8;,8
6561, 0;,0
6562, 0;,0
6563, 5;,5
6564, 9;,9
6565, 2;,2
6566, 6;,6
6567, 1;,1
6568, 3;,3
6569, 6;,6
6570, 6;,6
6571, 4;,4
6572, 8;,8
6573, 5;,5
6574, 0;,0
6575, 9;,9
6576, 3;,3
6577, 7;,7
6578, 1;,1
6579, 3;,3
6580, 6;,6
6581, 9;,9
6582, 2;,2
6583, 0;,0
6584, 5;,5
6585, 5;,5
6586, 8;,8
6587, 3;,3
6588, 4;,4
6589, 2;,2
6590, 4;,4
6591, 5;,5
6592, 8;,8
6593, 2;,2
6594, 0;,0
6595, 3;,3
6596, 7;,7
6597, 2;,2
6598, 4;,4
6599, 7;,7
6600, 6;,6
6601, 8;,8
6602, 3;,3
6603, 9;,9
6604, 6;,6
6605, 9;,9
6606, 5;,5
6607, 8;,8
6608, 5;,5
6609, 4;,4
6610, 2;,2
6611, 5;,5
6612, 1;,1
6613, 9;,9
6614, 6;,6
6615, 7;,7
6616, 3;,3
6617, 1;,1
6618, 5;,5
6619, 6;,6
6620, 8;,8
6621, 1;,1
6622, 9;,9
6623, 3;,3
6624, 0;,0
6625, 2;,2
6626, 4;,4
6627, 5;,5
6628, 8;,8
6629, 6;,6
6630, 9;,9
6631, 5;,5
6632, 4;,4
6633, 0;,0
6634, 5;,5
6635, 9;,9
6636, 3;,3
6637, 2;,2
6638, 3;,3
6639, 3;,3
6640, 6;,6
6641, 8;,8
6642, 2;,2
6643, 9;,9
6644, 3;,3
6645, 0;,0
6646, 9;,9
6647, 3;,3
6648, 2;,2
6649, 7;,7
6650, 8;,8
6651, 5;,5
6652, 7;,7
6653, 2;,2
6654, 9;,9
6655, 3;,3
6656, 1;,1
6657, 2;,2
6658, 5;,5
6659, 1;,1
6660, 7;,7
6661, 8;,8
6662, 4;,4
6663, 3;,3
6664, 6;,6
6665, 8;,8
6666, 2;,2
6667, 5;,5
6668, 4;,4
6669, 9;,9
6670, 1;,1
6671, 7;,7
6672, 1;,1
6673, 0;,0
6674, 2;,2
6675, 6;,6
6676, 9;,9
6677, 8;,8
6678, 9;,9
6679, 6;,6
6680, 4;,4
6681, 1;,1
6682, 6;,6
6683, 0;,0
6684, 9;,9
6685, 1;,1
6686, 1;,1
6687, 5;,5
6688, 7;,7
6689, 3;,3
6690, 6;,6
6691, 5;,5
6692, 3;,3
6693, 0;,0
6694, 3;,3
6695, 0;,0
6696, 3;,3
6697, 2;,2
6698, 1;,1
6699, 1;,1
6700, 6;,6
6701, 8;,8
6702, 2;,2
6703, 0;,0
6704, 0;,0
6705, 9;,9
6706, 8;,8
6707, 3;,3
6708, 2;,2
6709, 1;,1
6710, 6;,6
6711, 8;,8
6712, 3;,3
6713, 2;,2
6714, 0;,0
6715, 8;,8
6716, 4;,4
6717, 6;,6
6718, 5;,5
6719, 2;,2
6720, 6;,6
6721, 8;,8
6722, 9;,9
6723, 3;,3
6724, 6;,6
6725, 9;,9
6726, 1;,1
6727, 0;,0
6728, 0;,0
6729, 0;,0
6730, 2;,2
6731, 5;,5
6732, 4;,4
6733, 7;,7
6734, 8;,8
6735, 6;,6
6736, 9;,9
6737, 0;,0
6738, 1;,1
6739, 8;,8
6740, 3;,3
6741, 0;,0
6742, 5;,5
6743, 0;,0
6744, 9;,9
6745, 7;,7
6746, 3;,3
6747, 6;,6
6748, 3;,3
6749, 2;,2
6750, 3;,3
6751, 5;,5
6752, 1;,1
6753, 5;,5
6754, 9;,9
6755, 1;,1
6756, 7;,7
6757, 2;,2
6758, 8;,8
6759, 6;,6
6760, 6;,6
6761, 9;,9
6762, 2;,2
6763, 8;,8
6764, 1;,1
6765, 4;,4
6766, 8;,8
6767, 7;,7
6768, 1;,1
6769, 3;,3
6770, 8;,8
6771, 0;,0
6772, 7;,7
6773, 2;,2
6774, 8;,8
6775, 6;,6
6776, 0;,0
6777, 2;,2
6778, 1;,1
6779, 6;,6
6780, 6;,6
6781, 8;,8
6782, 3;,3
6783, 8;,8
6784, 6;,6
6785, 0;,0
6786, 4;,4
6787, 4;,4
6788, 1;,1
6789, 8;,8
6790, 6;,6
6791, 6;,6
6792, 0;,0
6793, 9;,9
6794, 4;,4
6795, 6;,6
6796, 9;,9
6797, 6;,6
6798, 0;,0
6799, 6;,6
6800, 1;,1
6801, 7;,7
6802, 9;,9
6803, 0;,0
6804, 0;,0
6805, 7;,7
6806, 7;,7
6807, 0;,0
6808, 3;,3
6809, 6;,6
6810, 8;,8
6811, 5;,5
6812, 0;,0
6813, 3;,3
6814, 8;,8
6815, 0;,0
6816, 3;,3
6817, 1;,1
6818, 3;,3
6819, 4;,4
6820, 7;,7
6821, 8;,8
6822, 7;,7
6823, 3;,3
6824, 1;,1
6825, 1;,1
6826, 0;,0
6827, 7;,7
6828, 1;,1
6829, 7;,7
6830, 1;,1
6831, 5;,5
6832, 8;,8
6833, 2;,2
6834, 8;,8
6835, 1;,1
6836, 0;,0
6837, 2;,2
6838, 5;,5
6839, 1;,1
6840, 8;,8
6841, 2;,2
6842, 5;,5
6843, 7;,7
6844, 6;,6
6845, 8;,8
6846, 6;,6
6847, 6;,6
6848, 5;,5
6849, 8;,8
6850, 2;,2
6851, 7;,7
6852, 5;,5
6853, 0;,0
6854, 2;,2
6855, 6;,6
6856, 2;,2
6857, 6;,6
6858, 0;,0
6859, 7;,7
6860, 0;,0
6861, 1;,1
6862, 0;,0
6863, 0;,0
6864, 9;,9
6865, 3;,3
6866, 1;,1
6867, 2;,2
6868, 7;,7
6869, 6;,6
6870, 8;,8
6871, 5;,5
6872, 7;,7
6873, 0;,0
6874, 9;,9
6875, 9;,9
6876, 3;,3
6877, 1;,1
6878, 4;,4
6879, 3;,3
6880, 6;,6
6881, 9;,9
6882, 2;,2
6883, 0;,0
6884, 8;,8
6885, 0;,0
6886, 8;,8
6887, 3;,3
6888, 2;,2
6889, 5;,5
6890, 0;,0
6891, 1;,1
6892, 3;,3
6893, 2;,2
6894, 9;,9
6895, 6;,6
6896, 2;,2
6897, 2;,2
6898, 4;,4
6899, 2;,2
6900, 2;,2
6901, 4;,4
6902, 0;,0
6903, 7;,7
6904, 6;,6
6905, 0;,0
6906, 4;,4
6907, 4;,4
6908, 6;,6
6909, 0;,0
6910, 2;,2
6911, 7;,7
6912, 2;,2
6913, 5;,5
6914, 4;,4
6915, 6;,6
6916, 9;,9
6917, 4;,4
6918, 5;,5
6919, 7;,7
6920, 3;,3
6921, 6;,6
6922, 5;,5
6923, 3;,3
6924, 5;,5
6925, 2;,2
6926, 8;,8
6927, 0;,0
6928, 3;,3
6929, 6;,6
6930, 9;,9
6931, 4;,4
6932, 3;,3
6933, 3;,3
6934, 7;,7
6935, 1;,1
6936, 3;,3
6937, 2;,2
6938, 1;,1
6939, 8;,8
6940, 6;,6
6941, 8;,8
6942, 2;,2
6943, 9;,9
6944, 5;,5
6945, 9;,9
6946, 8;,8
6947, 7;,7
6948, 2;,2
6949, 2;,2
6950, 1;,1
6951, 1;,1
6952, 5;,5
6953, 1;,1
6954, 0;,0
6955, 5;,5
6956, 5;,5
6957, 3;,3
6958, 5;,5
6959, 1;,1
6960, 8;,8
6961, 8;,8
6962, 5;,5
6963, 8;,8
6964, 6;,6
6965, 9;,9
6966, 0;,0
6967, 5;,5
6968, 1;,1
6969, 5;,5
6970, 6;,6
6971, 5;,5
6972, 23;,23
6973, 0;,0
6974, 6;,6
6975, 6;,6
6976, 8;,8
6977, 1;,1
6978, 4;,4
6979, 4;,4
6980, 0;,0
6981, 1;,1
6982, 2;,2
6983, 4;,4
6984, 0;,0
6985, 1;,1
6986, 1;,1
6987, 4;,4
6988, 6;,6
6989, 9;,9
6990, 2;,2
6991, 1;,1
6992, 1;,1
6993, 0;,0
6994, 9;,9
6995, 9;,9
6996, 3;,3
6997, 1;,1
6998, 1;,1
6999, 3;,3
7000, 6;,6
7001, 6;,6
7002, 1;,1
7003, 1;,1
7004, 5;,5
7005, 3;,3
7006, 9;,9
7007, 3;,3
7008, 2;,2
7009, 0;,0
7010, 0;,0
7011, 1;,1
7012, 8;,8
7013, 3;,3
7014, 0;,0
7015, 3;,3
7016, 5;,5
7017, 4;,4
7018, 2;,2
7019, 2;,2
7020, 4;,4
7021, 3;,3
7022, 6;,6
7023, 9;,9
7024, 0;,0
7025, 0;,0
7026, 4;,4
7027, 5;,5
7028, 8;,8
7029, 0;,0
7030, 2;,2
7031, 1;,1
7032, 2;,2
7033, 1;,1
7034, 6;,6
7035, 0;,0
7036, 0;,0
7037, 5;,5
7038, 5;,5
7039, 6;,6
7040, 1;,1
7041, 1;,1
7042, 5;,5
7043, 5;,5
7044, 2;,2
7045, 2;,2
7046, 1;,1
7047, 3;,3
7048, 3;,3
7049, 4;,4
7050, 8;,8
7051, 4;,4
7052, 5;,5
7053, 2;,2
7054, 4;,4
7055, 0;,0
7056, 3;,3
7057, 6;,6
7058, 6;,6
7059, 1;,1
7060, 6;,6
7061, 9;,9
7062, 4;,4
7063, 6;,6
7064, 0;,0
7065, 4;,4
7066, 0;,0
7067, 3;,3
7068, 6;,6
7069, 3;,3
7070, 3;,3
7071, 1;,1
7072, 2;,2
7073, 5;,5
7074, 9;,9
7075, 8;,8
7076, 4;,4
7077, 4;,4
7078, 3;,3
7079, 3;,3
7080, 6;,6
7081, 3;,3
7082, 7;,7
7083, 7;,7
7084, 6;,6
7085, 0;,0
7086, 5;,5
7087, 4;,4
7088, 0;,0
7089, 9;,9
7090, 117;,117
7091, 5;,5
7092, 7;,7
7093, 2;,2
7094, 5;,5
7095, 6;,6
7096, 8;,8
7097, 6;,6
7098, 0;,0
7099, 6;,6
7100, 8;,8
7101, 1;,1
7102, 0;,0
7103, 7;,7
7104, 8;,8
7105, 2;,2
7106, 9;,9
7107, 4;,4
7108, 0;,0
7109, 5;,5
7110, 7;,7
7111, 5;,5
7112, 1;,1
7113, 6;,6
7114, 8;,8
7115, 8;,8
7116, 3;,3
7117, 2;,2
7118, 1;,1
7119, 4;,4
7120, 7;,7
7121, 9;,9
7122, 4;,4
7123, 7;,7
7124, 3;,3
7125, 4;,4
7126, 8;,8
7127, 4;,4
7128, 2;,2
7129, 0;,0
7130, 8;,8
7131, 1;,1
7132, 3;,3
7133, 1;,1
7134, 0;,0
7135, 7;,7
7136, 5;,5
7137, 2;,2
7138, 3;,3
7139, 2;,2
7140, 1;,1
7141, 8;,8
7142, 5;,5
7143, 8;,8
7144, 2;,2
7145, 0;,0
7146, 0;,0
7147, 1;,1
7148, 2;,2
7149, 4;,4
7150, 2;,2
7151, 6;,6
7152, 4;,4
7153, 3;,3
7154, 2;,2
7155, 6;,6
7156, 0;,0
7157, 1;,1
7158, 7;,7
7159, 7;,7
7160, 0;,0
7161, 1;,1
7162, 6;,6
7163, 1;,1
7164, 8;,8
7165, 3;,3
7166, 6;,6
7167, 8;,8
7168, 5;,5
7169, 1;,1
7170, 0;,0
7171, 8;,8
7172, 4;,4
7173, 5;,5
7174, 3;,3
7175, 3;,3
7176, 2;,2
7177, 1;,1
7178, 4;,4
7179, 3;,3
7180, 3;,3
7181, 4;,4
7182, 0;,0
7183, 7;,7
7184, 8;,8
7185, 6;,6
7186, 9;,9
7187, 3;,3
7188, 1;,1
7189, 4;,4
7190, 8;,8
7191, 2;,2
7192, 2;,2
7193, 5;,5
7194, 9;,9
7195, 1;,1
7196, 0;,0
7197, 4;,4
7198, 3;,3
7199, 2;,2
7200, 0;,0
7201, 0;,0
7202, 2;,2
7203, 1;,1
7204, 4;,4
7205, 0;,0
7206, 4;,4
7207, 7;,7
7208, 8;,8
7209, 5;,5
7210, 2;,2
7211, 1;,1
7212, 3;,3
7213, 14;,14
7214, 1;,1
7215, 5;,5
7216, 0;,0
7217, 1;,1
7218, 5;,5
7219, 5;,5
7220, 0;,0
7221, 7;,7
7222, 9;,9
7223, 8;,8
7224, 0;,0
7225, 3;,3
7226, 6;,6
7227, 8;,8
7228, 4;,4
7229, 4;,4
7230, 6;,6
7231, 2;,2
7232, 5;,5
7233, 6;,6
7234, 0;,0
7235, 0;,0
7236, 1;,1
7237, 4;,4
7238, 5;,5
7239, 3;,3
7240, 6;,6
7241, 9;,9
7242, 9;,9
7243, 5;,5
7244, 0;,0
7245, 0;,0
7246, 9;,9
7247, 5;,5
7248, 6;,6
7249, 1;,1
7250, 1;,1
7251, 1;,1
7252, 6;,6
7253, 6;,6
7254, 0;,0
7255, 4;,4
7256, 4;,4
7257, 0;,0
7258, 2;,2
7259, 6;,6
7260, 8;,8
7261, 5;,5
7262, 8;,8
7263, 8;,8
7264, 6;,6
7265, 9;,9
7266, 4;,4
7267, 9;,9
7268, 6;,6
7269, 1;,1
7270, 5;,5
7271, 5;,5
7272, 8;,8
7273, 8;,8
7274, 2;,2
7275, 2;,2
7276, 9;,9
7277, 6;,6
7278, 4;,4
7279, 5;,5
7280, 1;,1
7281, 5;,5
7282, 6;,6
7283, 0;,0
7284, 0;,0
7285, 5;,5
7286, 1;,1
7287, 8;,8
7288, 7;,7
7289, 0;,0
7290, 6;,6
7291, 8;,8
7292, 9;,9
7293, 2;,2
7294, 0;,0
7295, 9;,9
7296, 2;,2
7297, 1;,1
7298, 0;,0
7299, 4;,4
7300, 7;,7
7301, 5;,5
7302, 5;,5
7303, 6;,6
7304, 1;,1
7305, 3;,3
7306, 0;,0
7307, 1;,1
7308, 7;,7
7309, 4;,4
7310, 7;,7
7311, 1;,1
7312, 8;,8
7313, 2;,2
7314, 7;,7
7315, 6;,6
7316, 3;,3
7317, 9;,9
7318, 3;,3
7319, 1;,1
7320, 1;,1
7321, 6;,6
7322, 5;,5
7323, 8;,8
7324, 2;,2
7325, 2;,2
7326, 4;,4
7327, 1;,1
7328, 7;,7
7329, 5;,5
7330, 2;,2
7331, 1;,1
7332, 2;,2
7333, 0;,0
7334, 2;,2
7335, 2;,2
7336, 3;,3
7337, 6;,6
7338, 0;,0
7339, 2;,2
7340, 9;,9
7341, 0;,0
7342, 6;,6
7343, 4;,4
7344, 0;,0
7345, 2;,2
7346, 1;,1
7347, 105;,105
7348, 7;,7
7349, 3;,3
7350, 6;,6
7351, 1;,1
7352, 1;,1
7353, 3;,3
7354, 0;,0
7355, 9;,9
7356, 2;,2
7357, 7;,7
7358, 9;,9
7359, 4;,4
7360, 1;,1
7361, 8;,8
7362, 4;,4
7363, 3;,3
7364, 1;,1
7365, 0;,0
7366, 0;,0
7367, 3;,3
7368, 2;,2
7369, 7;,7
7370, 5;,5
7371, 0;,0
7372, 3;,3
7373, 2;,2
7374, 9;,9
7375, 4;,4
7376, 3;,3
7377, 9;,9
7378, 3;,3
7379, 2;,2
7380, 4;,4
7381, 0;,0
7382, 6;,6
7383, 3;,3
7384, 2;,2
7385, 9;,9
7386, 6;,6
7387, 5;,5
7388, 2;,2
7389, 6;,6
7390, 2;,2
7391, 2;,2
7392, 0;,0
7393, 9;,9
7394, 7;,7
7395, 6;,6
7396, 0;,0
7397, 8;,8
7398, 9;,9
7399, 6;,6
7400, 0;,0
7401, 1;,1
7402, 6;,6
7403, 3;,3
7404, 0;,0
7405, 5;,5
7406, 6;,6
7407, 8;,8
7408, 0;,0
7409, 0;,0
7410, 6;,6
7411, 8;,8
7412, 6;,6
7413, 5;,5
7414, 4;,4
7415, 3;,3
7416, 7;,7
7417, 3;,3
7418, 0;,0
7419, 8;,8
7420, 6;,6
7421, 9;,9
7422, 4;,4
7423, 6;,6
7424, 9;,9
7425, 4;,4
7426, 0;,0
7427, 3;,3
7428, 2;,2
7429, 6;,6
7430, 3;,3
7431, 7;,7
7432, 8;,8
7433, 2;,2
7434, 9;,9
7435, 6;,6
7436, 5;,5
7437, 8;,8
7438, 3;,3
7439, 2;,2
7440, 8;,8
7441, 8;,8
7442, 1;,1
7443, 4;,4
7444, 2;,2
7445, 0;,0
7446, 5;,5
7447, 8;,8
7448, 8;,8
7449, 0;,0
7450, 2;,2
7451, 6;,6
7452, 3;,3
7453, 0;,0
7454, 7;,7
7455, 6;,6
7456, 9;,9
7457, 5;,5
7458, 0;,0
7459, 7;,7
7460, 2;,2
7461, 2;,2
7462, 1;,1
7463, 0;,0
7464, 6;,6
7465, 4;,4
7466, 6;,6
7467, 9;,9
7468, 8;,8
7469, 4;,4
7470, 4;,4
7471, 9;,9
7472, 0;,0
7473, 0;,0
7474, 6;,6
7475, 8;,8
7476, 8;,8
7477, 2;,2
7478, 4;,4
7479, 7;,7
7480, 1;,1
7481, 8;,8
7482, 2;,2
7483, 2;,2
7484, 8;,8
7485, 0;,0
7486, 0;,0
7487, 3;,3
7488, 2;,2
7489, 4;,4
7490, 3;,3
7491, 2;,2
7492, 8;,8
7493, 6;,6
7494, 5;,5
7495, 9;,9
7496, 4;,4
7497, 8;,8
7498, 3;,3
7499, 2;,2
7500, 4;,4
7501, 5;,5
7502, 6;,6
7503, 3;,3
7504, 7;,7
7505, 6;,6
7506, 8;,8
7507, 6;,6
7508, 1;,1
7509, 8;,8
7510, 1;,1
7511, 0;,0
7512, 3;,3
7513, 1;,1
7514, 7;,7
7515, 1;,1
7516, 7;,7
7517, 8;,8
7518, 6;,6
7519, 6;,6
7520, 1;,1
7521, 1;,1
7522, 8;,8
7523, 4;,4
7524, 0;,0
7525, 5;,5
7526, 4;,4
7527, 8;,8
7528, 1;,1
7529, 5;,5
7530, 6;,6
7531, 5;,5
7532, 6;,6
7533, 1;,1
7534, 5;,5
7535, 9;,9
7536, 2;,2
7537, 6;,6
7538, 3;,3
7539, 9;,9
7540, 1;,1
7541, 9;,9
7542, 4;,4
7543, 4;,4
7544, 6;,6
7545, 0;,0
7546, 9;,9
7547, 3;,3
7548, 2;,2
7549, 6;,6
7550, 3;,3
7551, 1;,1
7552, 9;,9
7553, 2;,2
7554, 9;,9
7555, 2;,2
7556, 0;,0
7557, 0;,0
7558, 3;,3
7559, 1;,1
7560, 6;,6
7561, 1;,1
7562, 6;,6
7563, 0;,0
7564, 2;,2
7565, 2;,2
7566, 8;,8
7567, 0;,0
7568, 21;,21
7569, 5;,5
7570, 2;,2
7571, 8;,8
7572, 4;,4
7573, 8;,8
7574, 7;,7
7575, 6;,6
7576, 9;,9
7577, 4;,4
7578, 9;,9
7579, 0;,0
7580, 0;,0
7581, 1;,1
7582, 2;,2
7583, 6;,6
7584, 6;,6
7585, 9;,9
7586, 8;,8
7587, 6;,6
7588, 3;,3
7589, 8;,8
7590, 6;,6
7591, 0;,0
7592, 1;,1
7593, 4;,4
7594, 7;,7
7595, 0;,0
7596, 2;,2
7597, 6;,6
7598, 8;,8
7599, 3;,3
7600, 0;,0
7601, 8;,8
7602, 5;,5
7603, 1;,1
7604, 7;,7
7605, 3;,3
7606, 0;,0
7607, 3;,3
7608, 2;,2
7609, 6;,6
7610, 4;,4
7611, 2;,2
7612, 9;,9
7613, 5;,5
7614, 6;,6
7615, 1;,1
7616, 4;,4
7617, 5;,5
7618, 3;,3
7619, 2;,2
7620, 2;,2
7621, 7;,7
7622, 1;,1
7623, 3;,3
7624, 1;,1
7625, 0;,0
7626, 4;,4
7627, 1;,1
7628, 4;,4
7629, 3;,3
7630, 2;,2
7631, 7;,7
7632, 2;,2
7633, 3;,3
7634, 7;,7
7635, 6;,6
7636, 0;,0
7637, 2;,2
7638, 6;,6
7639, 9;,9
7640, 7;,7
7641, 1;,1
7642, 5;,5
7643, 7;,7
7644, 3;,3
7645, 7;,7
7646, 6;,6
7647, 0;,0
7648, 1;,1
7649, 4;,4
7650, 2;,2
7651, 1;,1
7652, 1;,1
7653, 6;,6
7654, 0;,0
7655, 0;,0
7656, 7;,7
7657, 6;,6
7658, 9;,9
7659, 5;,5
7660, 4;,4
7661, 1;,1
7662, 4;,4
7663, 1;,1
7664, 5;,5
7665, 1;,1
7666, 9;,9
7667, 2;,2
7668, 1;,1
7669, 6;,6
7670, 8;,8
7671, 6;,6
7672, 2;,2
7673, 7;,7
7674, 1;,1
7675, 4;,4
7676, 0;,0
7677, 8;,8
7678, 7;,7
7679, 2;,2
7680, 5;,5
7681, 7;,7
7682, 6;,6
7683, 7;,7
7684, 1;,1
7685, 0;,0
7686, 4;,4
7687, 9;,9
7688, 0;,0
7689, 3;,3
7690, 1;,1
7691, 2;,2
7692, 5;,5
7693, 5;,5
7694, 8;,8
7695, 6;,6
7696, 0;,0
7697, 0;,0
7698, 8;,8
7699, 2;,2
7700, 5;,5
7701, 1;,1
7702, 3;,3
7703, 8;,8
7704, 6;,6
7705, 8;,8
7706, 0;,0
7707, 0;,0
7708, 5;,5
7709, 1;,1
7710, 4;,4
7711, 9;,9
7712, 1;,1
7713, 2;,2
7714, 4;,4
7715, 0;,0
7716, 5;,5
7717, 1;,1
7718, 9;,9
7719, 2;,2
7720, 0;,0
7721, 6;,6
7722, 1;,1
7723, 6;,6
7724, 8;,8
7725, 1;,1
7726, 8;,8
7727, 415;,415
7728, 5;,5
7729, 9;,9
7730, 0;,0
7731, 6;,6
7732, 8;,8
7733, 0;,0
7734, 1;,1
7735, 5;,5
7736, 5;,5
7737, 9;,9
7738, 3;,3
7739, 0;,0
7740, 2;,2
7741, 2;,2
7742, 6;,6
7743, 9;,9
7744, 2;,2
7745, 0;,0
7746, 2;,2
7747, 4;,4
7748, 0;,0
7749, 4;,4
7750, 0;,0
7751, 0;,0
7752, 7;,7
7753, 1;,1
7754, 3;,3
7755, 2;,2
7756, 9;,9
7757, 5;,5
7758, 5;,5
7759, 7;,7
7760, 4;,4
7761, 0;,0
7762, 3;,3
7763, 9;,9
7764, 5;,5
7765, 7;,7
7766, 2;,2
7767, 8;,8
7768, 4;,4
7769, 6;,6
7770, 2;,2
7771, 5;,5
7772, 8;,8
7773, 5;,5
7774, 0;,0
7775, 0;,0
7776, 8;,8
7777, 6;,6
7778, 8;,8
7779, 7;,7
7780, 0;,0
7781, 7;,7
7782, 0;,0
7783, 2;,2
7784, 5;,5
7785, 1;,1
7786, 0;,0
7787, 0;,0
7788, 5;,5
7789, 4;,4
7790, 3;,3
7791, 6;,6
7792, 7;,7
7793, 8;,8
7794, 4;,4
7795, 7;,7
7796, 4;,4
7797, 0;,0
7798, 1;,1
7799, 7;,7
7800, 6;,6
7801, 8;,8
7802, 6;,6
7803, 9;,9
7804, 2;,2
7805, 3;,3
7806, 0;,0
7807, 7;,7
7808, 8;,8
7809, 3;,3
7810, 2;,2
7811, 2;,2
7812, 3;,3
7813, 6;,6
7814, 8;,8
7815, 2;,2
7816, 9;,9
7817, 0;,0
7818, 4;,4
7819, 7;,7
7820, 4;,4
7821, 2;,2
7822, 0;,0
7823, 8;,8
7824, 5;,5
7825, 4;,4
7826, 2;,2
7827, 8;,8
7828, 0;,0
7829, 6;,6
7830, 2;,2
7831, 5;,5
7832, 2;,2
7833, 5;,5
7834, 5;,5
7835, 2;,2
7836, 8;,8
7837, 6;,6
7838, 9;,9
7839, 7;,7
7840, 5;,5
7841, 7;,7
7842, 0;,0
7843, 2;,2
7844, 8;,8
7845, 0;,0
7846, 0;,0
7847, 3;,3
7848, 6;,6
7849, 9;,9
7850, 4;,4
7851, 0;,0
7852, 7;,7
7853, 5;,5
7854, 1;,1
7855, 1;,1
7856, 0;,0
7857, 9;,9
7858, 2;,2
7859, 5;,5
7860, 5;,5
7861, 1;,1
7862, 0;,0
7863, 9;,9
7864, 2;,2
7865, 8;,8
7866, 5;,5
7867, 5;,5
7868, 0;,0
7869, 3;,3
7870, 2;,2
7871, 0;,0
7872, 3;,3
7873, 8;,8
7874, 3;,3
7875, 2;,2
7876, 9;,9
7877, 0;,0
7878, 8;,8
7879, 7;,7
7880, 5;,5
7881, 2;,2
7882, 1;,1
7883, 5;,5
7884, 6;,6
7885, 8;,8
7886, 2;,2
7887, 9;,9
7888, 3;,3
7889, 4;,4
7890, 6;,6
7891, 5;,5
7892, 2;,2
7893, 6;,6
7894, 4;,4
7895, 9;,9
7896, 2;,2
7897, 6;,6
7898, 0;,0
7899, 4;,4
7900, 1;,1
7901, 0;,0
7902, 9;,9
7903, 2;,2
7904, 5;,5
7905, 4;,4
7906, 0;,0
7907, 3;,3
7908, 6;,6
7909, 5;,5
7910, 8;,8
7911, 6;,6
7912, 8;,8
7913, 5;,5
7914, 4;,4
7915, 4;,4
7916, 7;,7
7917, 7;,7
7918, 7;,7
7919, 3;,3
7920, 7;,7
7921, 8;,8
7922, 1;,1
7923, 8;,8
7924, 2;,2
7925, 2;,2
7926, 5;,5
7927, 9;,9
7928, 277;,277
7929, 0;,0
7930, 6;,6
7931, 2;,2
7932, 7;,7
7933, 6;,6
7934, 8;,8
7935, 2;,2
7936, 0;,0
7937, 8;,8
7938, 5;,5
7939, 8;,8
7940, 5;,5
7941, 8;,8
7942, 7;,7
7943, 4;,4
7944, 5;,5
7945, 7;,7
7946, 1;,1
7947, 9;,9
7948, 9;,9
7949, 3;,3
7950, 2;,2
7951, 3;,3
7952, 1;,1
7953, 0;,0
7954, 0;,0
7955, 4;,4
7956, 8;,8
7957, 6;,6
7958, 9;,9
7959, 4;,4
7960, 4;,4
7961, 1;,1
7962, 4;,4
7963, 1;,1
7964, 6;,6
7965, 1;,1
7966, 9;,9
7967, 5;,5
7968, 6;,6
7969, 8;,8
7970, 7;,7
7971, 6;,6
7972, 7;,7
7973, 7;,7
7974, 4;,4
7975, 4;,4
7976, 1;,1
7977, 9;,9
7978, 1;,1
7979, 5;,5
7980, 5;,5
7981, 8;,8
7982, 6;,6
7983, 8;,8
7984, 6;,6
7985, 5;,5
7986, 6;,6
7987, 9;,9
7988, 0;,0
7989, 3;,3
7990, 2;,2
7991, 3;,3
7992, 3;,3
7993, 6;,6
7994, 8;,8
7995, 853;,853
7996, 0;,0
7997, 1;,1
7998, 8;,8
7999, 6;,6
8000, 5;,5
8001, 3;,3
8002, 4;,4
8003, 7;,7
8004, 3;,3
8005, 3;,3
8006, 2;,2
8007, 3;,3
8008, 4;,4
8009, 5;,5
8010, 2;,2
8011, 4;,4
8012, 2;,2
8013, 1;,1
8014, 4;,4
8015, 6;,6
8016, 7;,7
8017, 6;,6
8018, 2;,2
